name	@lat	@lon
Juncewo	52.8647400	14.7531800
Kądzielno	54.1786815	15.6368563
Kąkolewice	53.5869400	15.5625300
Kaleń	53.9788800	15.0104100
Kamica	54.0232261	15.6354855
Kamionka	53.4627600	15.4304300
Kapice	53.6804900	15.9531100
Pucie	53.4677649	14.7890291
Karkowo	54.0161500	15.6661000
Karnocice	53.8597080	14.5220964
Płonino	53.9417701	15.4990128
Karpin	53.6254300	14.4162500
Karpinek	53.1625900	15.6871500
Karpno	53.7770500	15.6249200
Karsibór	53.6698300	15.8609000
Karsko	53.1493600	15.1215100
Karsko	52.9109700	15.1116900
Kartlewo	53.7906564	14.7941582
Karwin	53.9919700	15.7651200
Kawki	52.8708000	15.6772900
Kawno	53.0651400	15.7464500
Kępa Zagajna	52.9335100	15.9212400
Kępy	53.4232700	15.2032800
Kępy Lubczyńskie	53.5144983	14.7294802
Kicko	53.4014900	15.1138400
Kiełbice	53.0637000	14.5035400
Kierzków	52.9906300	14.7761800
Kinice	52.9378800	15.0869100
Kinowo	53.9792471	15.4397606
Kiszkowo	54.2294200	15.9296900
Kładno	54.2121108	15.8441505
Klasztorne	52.9434100	14.6278700
Klępicz	52.8745386	14.3119986
Klicko	52.9208880	14.9052067
Kłodowo	53.0912400	14.4969800
Kłodzin	53.0766782	15.5830477
Kluczkowo Kolonia	53.7478200	15.8445200
Kołecko	53.0092100	15.6247300
Kolin	53.2334222	15.1160429
Kolin Kolonia	53.2289300	15.1364900
Kolsk	52.9904950	15.6312246
Komorowo	53.1801400	15.2353300
Komory	54.1976300	15.9668500
Konie	53.6013564	15.5212975
Koniewo	53.8073400	14.6571300
Koplin	53.1573432	15.3936386
Koplino	53.8611200	14.8901500
Kopydłówko	54.1151038	15.6057038
Kornatka	52.9716400	15.0687800
Korytowo	53.5906900	15.1487598
Korzyścienko	54.1594626	15.5198728
Korzystno	54.1434562	15.5157778
Kościuszki	53.6536818	15.0332673
Kosinek	52.9065300	15.9029000
Kosinek	53.0690800	15.5824300
Kostrzewa	53.1716300	15.6436900
Kowale	53.4941900	15.5232700
Kozielice	53.8551100	14.8637700
Kozin	52.8562500	14.9571600
Kozy	53.3811496	15.4367495
Krajnik	53.1974005	14.4697273
Krakowice	53.8979200	15.0685900
Kraśnik	53.2422397	15.6467133
Kraśnik Koszaliński	54.1259200	15.9948100
Krężelin	52.8507000	14.7103600
Krężno	53.3055400	15.9642400
Krokorzyce	53.6801487	14.7158983
Kruszwin	52.9486700	14.8394400
Krzekowo	53.6350300	15.3429100
Krzemykowo	53.8949800	14.9540200
Krzesimowo	53.9084100	15.6887300
Krzowiec	53.1588300	15.6096000
Krzynka	52.9763100	15.2472000
Krzynki	52.9916500	15.3712900
Krzynno	53.5368000	15.7311100
Krzywice	53.6007247	14.9648138
Krzywinek	53.0888800	14.4236500
Książ	53.8499100	14.8225600
Kukadło	53.0708900	15.3218500
Kukinka	54.1834097	15.7470992
Kulice	53.6598900	15.1833200
Brodźce	53.2065100	15.8893200
Kumki Kolonia	53.5418500	15.7177300
Kunica	53.0609079	15.7132555
Kubczyce	52.9532800	15.7963600
Kuropatniki	52.9725300	14.2978800
Kusin	54.0494660	15.1064490
Łabędzie Kolonia	53.6670900	15.8209400
Łabuń Mały	53.7925000	15.4458900
Łaniewo	53.5894473	14.7543797
Łasin Koszaliński	54.2189902	15.8122314
Łasko	53.0766700	15.7790300
Lasocin	53.6302200	15.7785800
Łaszewo	53.1600000	15.5522600
Ławy	52.9102863	14.9558985
Łaziszcze	52.9031600	14.3291900
Łęczówka	53.4515501	15.0803100
Łęczyn	52.9725600	15.9075600
Łęgowo	52.8541100	15.7131500
Łęsko	53.4902605	14.8619050
Lestnica	53.2011400	15.6177700
Leszczynka	53.5224219	15.1146785
Licheń	52.9028962	15.5960513
Nowe Linie	53.2021700	14.7697600
Linie	53.1866400	14.7511800
Lipie Góry	52.9279554	15.5618763
Lipin	52.9262400	15.1170700
Lipka	53.2519400	15.2580800
Moczydło	52.9180992	15.2872189
Liskowo	53.8571300	15.9574400
Listomie	52.9404600	14.8278900
Łokacz Wielki	52.8767600	15.9892800
Lubiana	53.1004400	15.3451500
Lubicz	52.9577500	15.5195200
Lubiczyn	53.1282000	14.4290200
Lubiechów Górny	52.9105500	14.2302900
Lubień Górny	53.7399500	15.4585300
Lubiewko	52.9822900	15.6539700
Lubiewo	52.8870000	15.9023800
Lubin	53.8738600	15.2210600
Lubowo	53.3835317	15.0074666
Ługi	52.9429981	15.6972765
Ługowo	53.0143867	15.3380937
Łukowice	52.9100300	14.2957300
Lulewiczki	54.0378000	15.9669300
Luśno	52.9676300	15.2653600
Lutówko	53.0304600	15.1719500
Łykowo	54.1021241	15.8345462
Łyskowo	53.0214200	15.2852400
Machary	52.9548200	15.4280600
Machowica	53.7277179	14.7091663
Małe Stoki	52.9604947	14.3797349
Malechowo	54.1864491	15.7367687
Margowo	53.9340700	14.8939800
Mariankowo	53.3974900	15.2949700
Moskorzyn	53.1843660	15.1198166
Mieszkowo	53.4749043	15.0713459
Maszewko	53.5361333	15.0938309
Kolonia Maszewo	53.4833947	15.1063738
Maszkowo	53.6960200	15.1864100
Mechowo	54.0065234	15.4492184
Mechowo Kolonia	53.9025259	14.9957134
Mętno	52.9153500	14.3558500
Mętno Małe	52.9199658	14.3647812
Miedzno	53.8303000	15.7792900
Mielęcin	53.0574100	15.4810400
Mielęcinek	53.0594110	14.9146492
Mielenko Drawskie Kolonia	53.4942455	15.7805436
Mielenko Gryfińskie	53.2067700	14.5793800
Mierno	52.8958500	14.4793900
Mierzęcin	53.8249300	14.7104900
Mierzęcin	52.9544172	15.8331170
Mierzynek	54.1003605	15.8998003
Mierzynek Kolonia	54.0940346	15.9076515
Miłobrzegi	53.7911600	15.7516500
Miłogoszcz	53.7219100	15.3018800
Miłoszewice	53.6915568	15.8191137
Miłowo	53.6863628	14.6355950
Miodowice	53.7481902	14.7184844
Mironów	53.0179900	14.9180700
Mirowo	52.8985400	14.4159800
Małe Węgorzynko	53.5068000	15.5914500
Młodolino	52.9863600	15.8208200
Młynary	52.8969369	14.4533362
Młyny	53.2003964	14.8578614
Moczkowo	52.9700200	15.1855900
Modropole	52.8749900	15.7284900
Modrzewiec	53.8239100	15.9282900
Modrzewo Kolonia	53.3089400	15.4287700
Mokronos	53.8092900	15.3852900
Mosina	53.3863500	15.3568600
Moskowo	53.0181500	15.1719500
Mostkowo	52.9924849	15.0557279
Motaniec	53.3553300	14.8507700
Mszczuje	53.6741300	14.3438100
Mulite	53.7184200	15.8301000
Myślibórz Mały	53.6615226	14.2884680
Myśliborzyce	52.9047500	14.8997400
Naćmierz	53.7311500	15.6056700
Narost	52.8891899	14.5269887
Nawino Kolonia	53.9329400	15.9859500
Nawodna	53.0116700	14.4018900
Nawrocko	52.9099800	14.8154700
Nętno Kolonia	53.6157200	15.7853800
Niegoszcz	54.2363800	15.9905200
Niekanin	54.1506089	15.6146219
Niepołcko	53.0465100	15.2020800
Nierybno	53.0010100	15.1441900
Niesporowice	52.9821700	15.3335500
Niewiadowo	53.6560821	14.8983806
Ninikowo	54.0579240	15.0257630
Niwka	52.8679900	14.4483000
Ługi Niwy	52.9412100	15.6681700
Nowogródek Pomorski	52.9109498	15.0291926
Nowy Borek	54.1293368	15.4695593
Nowe Chrapowo	53.1508700	14.7915800
Nowe Kurowo	52.8584506	15.7102617
Nowe Łabędzie	53.6442700	15.8397100
Nowe Objezierze	52.8646232	14.3281815
Nowy Przylep	53.2167200	15.0200100
Nowe Resko	53.6866820	15.9510188
Nowe Ślepce	53.9298500	15.6718700
Nowe Węgorzynko	53.5220800	15.5937300
Nowe Wyszomierki	53.6083200	15.0809300
Nowe Żeńsko	53.1289600	15.4092200
Obromino	53.1137513	14.9472235
Obroty	54.1300897	15.6200130
Ogardy	52.9689100	15.5791700
Ognica Kolonia	53.3509400	15.4584000
Ogorzele	53.7041700	15.0445400
Okunica	53.1951747	14.9353182
Okunie	52.9386900	15.2225900
Olchowo	53.6529000	15.0724300
Oparzno Kolonia	53.7399200	15.6955100
Oraczewice	53.1879100	15.4175300
Orzechów	52.8868600	14.2875200
Orzechowo	53.7437800	15.1343100
Orzesze	53.7453100	15.1511200
Ościęcin Kolonia	53.8220700	15.0966900
Osetna	52.9945500	14.9362700
Osiecze	53.9176400	14.9563000
Osiecze Kolonia	53.9261000	14.9621200
Mosty-Osiedle	53.5702432	14.9441504
Osiek	52.9690300	15.7018700
Osowo	53.6388700	15.2674000
Ostromęcko	53.0089000	15.6313700
Ostrowiec	52.9295182	15.7509399
Ostrowite	53.0665334	15.9752106
Ostrowiec	53.0875000	15.8493000
Ostrzewka	52.9619500	14.5926300
Ostrzyca	53.6108400	15.1811900
Otok	53.9798600	15.2104300
Otręby	53.6964400	15.1060200
Pacynowo	52.9559427	14.8042254
Pamięcin	53.2062800	15.5700300
Parłówko	53.8339422	14.7525788
Parłówko Kolonia	53.8448600	14.7501400
Parnica	53.1174700	14.7269900
Parsówek	53.2153100	14.7047300
Parzeńsko	52.8760500	15.1233700
Paszęcin	53.8421500	15.9642900
Pęczerzyno Kolonia	53.6940400	15.7326400
Pękanino	54.0249961	15.9886971
Pepłówek	53.3867500	15.9246490
Peplówek Kolonia	53.3784669	15.9420914
Petrykozy	54.0221800	15.4488800
Piaseczno	52.9099800	14.6537900
Piaseczno	53.0596031	14.7039722
Piaskowo	53.0739700	14.6772000
Piastowo	52.8846700	15.5075000
Pielice	52.9472343	15.6098141
Płastkowo	53.8917520	14.8264366
Pławienko	53.0707500	15.6293000
Płocin	53.8556016	14.5843707
Płonno	52.9953500	15.2636000
Płoszkowo	53.0444400	15.6689000
Pluskocin	53.0130100	15.4821200
Pniewy	53.3247800	15.9203200
Pobłocie Małe	54.0391100	15.7298000
Poczernino	54.0909971	15.8401306
Podegrodzie	53.1935700	15.7888600
Podgórze	52.9746500	15.0870200
Podłęcze	53.2588700	15.4606900
Podlesie	52.8528100	14.9376000
Podlesiec	52.9383650	15.8741037
Pokręt	53.6039800	15.7534200
Półchleb	53.7300900	15.7400200
Połczyno	53.0830743	14.9846557
Policko	53.7902600	15.3801700
Pomierzyn Kolonia	53.3234900	15.8930600
Pomietów	53.1612300	15.1816700
Poradz	53.9366100	15.6186500
Potuliniec	53.7695232	15.2032792
Potuliny	53.8042000	15.4678700
Powalice Kolonia	53.8764800	15.6135500
Prądnik	52.9895600	15.0080500
Prokolno	53.0737600	15.5240600
Prusim	53.7750700	15.4299200
Pruszcz	53.3022738	15.9764508
Pruszcz	53.9663500	15.3010400
Przeborowo	52.9245700	15.9725300
Przeczno	53.0461700	15.7137900
Przewłoki	53.2492994	15.0839336
Przybiernówko Kolonia	53.9517557	15.1494585
Przybyradz	53.7652255	15.6053151
Przyjezierze	52.8722300	14.3889700
Przykuna	53.0510457	15.6062071
Przylep	53.4124400	14.4571000
Przymiarki	53.8325800	15.7412200
Przypólsko	53.5753205	14.9789338
Kałużna	53.5885320	14.9727841
Przyrzecze	53.7025900	15.8853299
Pszczelnik	52.8636369	14.8247597
Pszczewko	53.2283124	15.7565123
Ptaszkowo	53.7448800	15.0509700
Pustać	52.9801400	15.1019400
Pustelnia	53.1234358	15.9906816
Puszczykowo	52.8938400	15.4138600
Puszczyn	53.0882100	15.3941000
Pyszka	54.1218547	15.7634650
Rabiąż	53.9226013	14.5790115
Radostów	52.8672000	14.2308000
Radówko	53.6816800	15.4540800
Radowo Małe	53.6642200	15.4507300
Radowo Małe Kolonia	53.6689300	15.4763700
Raduń	52.9936247	14.2436072
Raduń	53.9499900	15.2664700
Radzanek	53.5034463	15.0168257
Kolonia Radzanek	53.5145000	15.0379600
Radzicz	52.8564900	14.7425900
Radzim	53.6720000	15.2951700
Rataje	52.8737600	15.0407600
Recław	53.8403000	14.6275700
Redliny	53.9941700	14.9431400
Rekowo	53.8872100	14.7899100
Reńsko	53.2360500	14.9667500
Roby	54.1214400	15.3179500
Rogalin	53.6125700	15.8696200
Rogalino	53.8106900	15.8611700
Rogowo	54.1502800	15.3375100
Rogozina	54.0772400	15.1614300
Rogoźnica	53.1212600	15.9603400
Rokicie	53.4453900	15.1788100
Rokitno	52.8684000	15.6412300
Rokity	53.1304194	14.8312673
Role	53.8341988	15.9094735
Rolewice	52.9776208	15.8040177
Rościn	52.8908847	14.7972006
Rosiny	53.1079800	15.1269100
Rosnówko	52.9369400	14.5566700
Rosnowo	52.9527100	14.5492100
Rosówek	53.3229721	14.4225335
Rosowo	53.4623459	15.2317117
Roztoki	53.5780700	15.8138900
Równo	53.0590200	15.1695700
Roztocze	53.1821500	15.4462200
Rozwarowo	53.8950600	14.7294900
Rudniki	53.1464800	15.4097600
Runowo Kolonia	53.5606000	15.4676500
Rutnica	53.0429748	15.1420429
Rybakowo	52.8594771	15.3438988
Rybitwy	53.8514564	15.7482854
Rybokarty Kolonia	53.9122900	15.1024000
Rycerzewko	53.6844190	15.9348178
Rychnów	52.9596200	15.1224600
Rychówko Kolonia	53.9305400	15.8647500
Rychowo	53.9438500	15.8417300
Rymań	53.9460360	15.5344337
Rynowo Kolonia	53.6452300	15.7516900
Rzeczki	53.1848500	15.5484300
Rzęsna	53.7357600	15.9989700
Rzewnówko	53.9468000	14.8030700
Rzewnowo	53.9391578	14.8249259
Rzystnowo	53.7581519	14.7004353
Sądówko	53.1430100	15.3226100
Samlino Kolonia	53.8447300	14.9817100
Samostrzel	53.6570400	15.8814000
Sarbinowo	52.9287600	15.8663100
Sarnik	53.0002890	15.3091053
Sarnikierz	53.4802700	15.5193800
Sarnowo	53.4979200	15.4444700
Sidłów	52.8734500	15.5696200
Siekiercze	53.3212100	15.9310000
Sielsko Kolonia	53.5715100	15.4619300
Sielsko Kolonia Północ	53.5926200	15.4619300
Sienno Górne	53.6582600	15.3262800
Sierakowo	53.5112575	14.4943369
Sierosławiec	53.0572338	15.4924594
Sikory	53.9544800	15.2080400
Sikorzyce	53.9603000	15.7080900
Siniechowo	53.7913200	14.6645600
Sitno	53.0325000	14.8521900
Siwkowice	53.7350900	15.2506600
Skarchowo	53.9218427	14.7598016
Skotniki	53.3138800	15.9822200
Skotniki	53.8800000	15.7145300
Skrzany	53.1294152	15.2166857
Słajsino	53.6628100	15.2608400
Sława Kolonia	53.7800100	15.9148500
Sławica	52.9191500	15.7268300
Sławkowo	53.8650200	15.7014800
Śliwno	53.7726200	15.6220400
Ślizno	53.3366300	15.8680700
Słonice	53.0908300	15.5175300
Słonów	52.9361600	15.7793700
Słonowice Kolonia	53.7195400	15.6944400
Słowenkowo	53.9548100	15.6708400
Słowicze	52.9109000	15.1740600
Słowienkowo	54.2060900	15.9491700
Słowikowo	53.7952100	15.3915500
Śmiechów	54.2132479	15.8831247
Smokęcino	53.9342300	15.4478900
Smolary	52.8595900	15.0286700
Smolarz	52.8701800	15.7028900
Smoleń	53.1541100	15.4635500
Smolne	54.1522999	15.9038786
Smólsko	52.8687000	15.0209000
Smólsko	53.7621300	15.3933200
Smuga	52.9338600	14.5959500
Sobiemyśl	53.1879500	14.6824900
Sobienice	52.9333614	14.8200305
Sobieradz	53.0649900	15.3986400
Sobieszewo	53.6761000	14.8565900
Sokołów	53.8989400	15.2440900
Sokólsko	52.9244500	15.4810200
Somin	52.8746800	15.0094000
Sonino	53.6841847	15.8308489
Sosnowice	53.7412900	14.8020500
Sosnowice	53.8394000	15.0042500
Sosnówko	53.7843400	15.5167900
Sosnowo	53.7668300	15.5172400
Sosnowo Kolonia	53.7777400	15.5026400
Sowiniec	53.0226400	15.5074700
Spalonka	53.0653700	15.1808000
Śródlesie	52.9603600	15.4086800
Starczewo	52.9983100	15.7891100
Stare Kurowo	52.8572000	15.6724300
Stare Leśno	53.5221700	14.4914100
Starogard	53.7599575	15.5331469
Stawin	53.1627100	15.3720700
Stawno	52.8759830	15.1638691
Stawno	53.9152700	15.2417300
Stawno	53.8683400	14.8242500
Stodólska	53.5140100	15.0964900
Stołeczna	52.9310565	14.6596397
Stare Bielice	52.8486200	15.9221700
Stare Chrapowo	53.1748318	14.7886690
Stara Dąbrowa Kolonia	53.4277100	15.1282100
Stara Dziedzina	53.0302100	15.0589800
Stare Objezierze	52.8743843	14.3374603
Stary Przylep	53.2001800	14.9906200
Stare Wyszomierki	53.6128100	15.0574000
Stramniczka	54.1569500	15.6906700
Straszym	52.9565257	14.8104730
Strażnica	53.8395600	14.8123000
Struga	53.7704500	15.1376500
Strumienno	53.0343400	15.7112000
Strzegowo	53.8317006	14.7746368
Strzelce Klasztorne	52.8880500	15.5365600
Strzeszów	52.9853500	14.6091100
Strzeżewko	54.0204291	14.8715434
Strzmiele	53.6528900	15.5284000
Sucha	53.7555000	15.9705200
Suchów	53.0433300	15.8889100
Sulice	53.5315700	15.5962200
Sulimierz	52.9668300	15.0143700
Sulino Kolonia	53.3402700	15.3038700
Sułkowo	53.0873800	15.2757400
Sułkowo	53.3310413	15.1409840
Sułomino	53.8581958	14.5497361
Sumiak	52.9150300	15.0576900
Swadzim	53.0010100	15.0972100
Świątki	52.9012700	15.0023900
Świelubie	54.0932500	15.6828500
Świeminko	54.0911800	15.9203800
Świerczewo	53.6772700	15.0452200
Swojcino	53.4655994	14.9965240
Syrkowice	54.0977814	15.8620628
Szarpatki	52.9536900	14.6076600
Szczytniki	53.6600600	15.9933900
Szczytniki	53.7796600	15.0874000
Szeligowo	53.7437400	15.9683700
Szemielino	53.2151800	15.1024600
Taczały	53.7466700	15.2730500
Tarnice	53.3509076	15.9020227
Tarnowiec	53.4935000	14.9159800
Tarnowo	52.9921100	14.8203300
Tatynia	53.5690142	14.5107301
Tchórzno	52.9369900	14.7517800
Topolinek	53.0803200	15.1163300
Trynno	53.0360500	15.4227200
Trzciana	53.8884000	15.6707800
Trzcinna	52.8819600	15.0117000
Trzebiele	54.0271400	15.9322600
Trzebień	53.2287997	15.1813113
Trzebieradz	54.0215200	14.9615000
Trzęsacz	53.0351500	15.3317900
Trzeszczyna	53.6718000	15.6014600
Tuczno	52.9755459	15.4949544
Turze	53.2017026	14.8828022
Tywica	53.1123400	14.6319500
Ubysławice	54.1062600	15.9222200
Ugory	53.9801300	14.8977300
Ukiernica	53.1733430	15.0911591
Ulejno	52.9601200	15.0785200
Uliszki	54.2038600	15.9327000
Unibórz Kolonia	53.8202800	15.0441300
Uniestowo	54.0175300	15.3897700
Urszulanka	52.9718800	15.7321100
Wałkno	53.4887691	15.1652298
Waniorowo	53.8387800	15.1941000
Warchlino	53.4412536	14.9830264
Warnice	52.8536800	14.6712100
Węgorza	53.6597982	14.9774790
Wesoła	52.9375000	14.7005100
Wężnik	53.0930900	15.4319000
Płoki	53.1456113	15.4000401
Wiechowo Kolonia	53.3697402	15.2938675
Wiejkówko	53.8040400	14.6831400
Wiejkowo	53.8216400	14.6839600
Wielichówko	53.3996800	14.8847700
Wielisławice	52.8975400	15.4687500
Wieńkowo	53.5868382	14.5261287
Wierzbka Dolna	53.9825072	15.6493909
Wierzbnica	52.9117149	14.8597793
Wierzbówek	52.8983600	14.8797000
Wierzchucin	53.3548000	15.9337000
Wiewiórki	52.9924000	15.0948900
Wilanów	52.8898200	15.4299500
Wisławie	53.5112882	15.0707486
Witkowo Pierwsze	53.2820901	15.0744950
Witniczka	52.8884700	14.4674100
Witno	53.9443300	15.0627100
Witosław	53.2023000	15.6141000
Witoszyn	53.2052000	15.4549300
Wlewo	54.0051800	15.2576100
Wojcieszyn	53.6924377	15.1474900
Wójcin	53.2267900	15.0347300
Wołczyn	53.0668600	14.9657600
Wołczyno	53.8942900	15.0710500
Wołkowo	53.6810100	15.3939400
Wołogoszcz	52.9920300	15.8442400
Wołowiec	53.8788400	15.0161200
Wołowiec Kolonia	53.8720600	15.0127600
Wrześno	53.5701500	15.1742900
Wrzosowo	54.0138100	14.8137800
Wrzosowo Kolonia	54.0016900	14.8163400
Wyganowo	54.1339805	15.8909007
Wysokie	53.1378800	15.4015500
Wyszobór	53.8865243	15.3207468
Wyszyna	53.0676600	15.5219900
Wytok	53.8304690	15.1230630
Kolonia Za Lasem	54.0923214	15.4027352
Żabicko	52.9750900	15.4314800
Zabród	53.5221015	14.8510796
Zabrodzie Kolonia	53.5234400	15.3553300
Zacisze	52.8556400	14.9038800
Zacisze	53.9952000	15.2134800
Zagórce	53.4904720	14.9405478
Zagórcze	53.8431800	15.1178300
Zagórze	52.8862329	15.8649593
Zagozd	53.5778300	15.7607900
Zagrody	53.8804700	15.6791600
Zakrzyce	53.6576200	15.7816100
Zaleszczyce	53.9048900	15.1526900
Zapłocie	53.5543700	15.3038200
Żarnowo	53.0085900	15.0133300
Zarzecze	52.8727000	14.8910400
Bogdanka	53.1464769	15.8775267
Zbytki	53.8927400	15.9225800
Zdrójno	53.1207598	15.6200600
Żelichów	52.8528200	14.2923400
Żelichów Kolonia	52.8599800	14.2871500
Zenkarta Kolonia	53.7122900	15.8394100
Zgorzel	53.1130600	15.7350500
Zieleniec	53.8626100	15.9537100
Zielonka	53.8949400	14.9873100
Ziemomyśl A	53.1773000	15.3256200
Żółcino	53.9939674	14.7694690
Żołędno	53.7833100	15.9822700
Żółte Kolonia	53.5848200	15.8130300
Żółtew	53.5123490	14.4542291
Żukowo	53.9992200	15.3138400
Żukowo	53.2799700	15.2093800
Zwierzynek	53.5856200	15.4005800
Witkowo Drugie	53.2988698	15.0424741
Lipy	52.8797300	15.2890900
Brzozówka	50.0589022	21.0146071
Niwka	50.0516868	20.8552730
Lubinka	49.9052206	20.8976514
Zaczarnie	50.0622268	21.0670138
Radgoszcz	50.2053664	21.1113059
Rudka	50.0462993	20.8802399
Bratucice	50.0654344	20.5386781
Dębina	50.0495625	20.5354718
Błonie	49.9566931	20.9014848
Kotówka	53.5644400	18.5033400
Rybno	53.6130146	18.4998542
Dąbrowa	53.5275775	18.5051321
Piła	53.5113531	17.8825292
Zamczyska	53.6426600	18.5107600
Ciemny Las	53.6633800	18.5129700
Grabowa Góra	53.6570984	18.5396675
Nowy Młynek	53.5212500	18.5676000
Huta	53.5147151	18.5843869
Papiernia	53.5197864	18.5781338
Zabijak	53.6475414	18.6002360
Pastwisko	53.6149300	18.6490800
Milewo	53.6631500	18.6604700
Kończyce	53.6412400	18.7146500
Bochlin	53.6649900	18.7339000
Wełcz Mały	53.6037199	18.7709508
Krążkowo	53.6283500	18.8295800
Białochówko	53.5524657	18.8251323
Jamy	53.5764000	18.9251700
Oszczywilk	53.5694557	18.9326212
Ludwichowo	53.5619005	18.9288331
Karolewo	53.6367100	18.9442900
Nad Jeziorem	53.5606200	18.9484500
Przydatki	53.5480500	18.9540100
Pod Lasem	53.5679559	18.9700480
Wyszczekanka	53.5323723	18.9764538
Olszówka	53.6158577	18.9954571
Woziwoda	53.6692939	17.9082992
Wielka Komorza	53.6492000	17.8874600
Kiełpin	53.6236233	17.8806591
Kurzejewo	53.6047758	18.6421958
Wieszczyce	53.5388708	17.7414793
Kłódka	53.5096800	18.9059700
Bąkowski Młyn	53.5823365	18.5633376
Biała	53.6793674	17.9750915
Białowieża	53.6245700	17.8287900
Bochlin	53.6744300	18.7250800
Bralewnica	53.5162900	17.7495700
Brzeźno	53.7163600	18.2596600
Brzuchowo	53.5502400	17.7762200
Ciemniki	53.5159500	18.5447100
Dąbrówka	53.6546100	17.8699500
Mała Główka	53.7020595	18.1039111
Duże Krówno	53.7455138	18.2064772
Gajewo	53.6334652	18.6456323
Gardęga	53.5230700	18.9364800
Głodowo	53.6525097	18.5774620
Grochowo	53.6471900	17.7419800
Huta	53.5167954	18.1543231
Jabłonka	53.6721200	18.1367500
Knieja	53.5632218	17.9818393
Kowalskie Błota	53.6322900	17.9816600
Krzewiny	53.6325100	18.5693800
Krzywogoniec	53.6003200	18.0389100
Kwiatki	53.5758600	18.3942900
Łąski Piec	53.6465800	18.2091100
Laski	53.6711767	18.2155364
Lipienki	53.5090800	18.4739400
Lubierzyn	53.6412200	17.7873800
Ludwichowo	53.5374537	17.6619143
Mała Komorza	53.6462000	17.8593100
Milewko	53.6878200	18.6991200
Nowa Huta	53.6640434	18.4170256
Nowe Żalno	53.6243100	17.7943800
Nowy Sumin	53.5890300	17.9863400
Okoniny	53.6828900	18.0704100
Osiny	53.6441031	18.6122977
Ostrowite	53.5059366	18.1656931
Plaskosz	53.6009399	17.9092423
Przyny	53.6563700	18.6777900
Rogóźno	53.5359158	18.9259590
Rówienica	53.5206200	18.3428400
Rudzki Most	53.5656702	17.8990587
Stara Rzeka	53.6469800	18.3028300
Siciny	53.5705643	17.7285442
Sobótka	53.5390800	18.9868600
Stara Huta	53.6509600	18.4490500
Stary Sumin	53.5923267	18.0164382
Stobno	53.6470100	17.8120600
Suchom	53.5588260	18.1460808
Szumiąca	53.5180715	17.9530357
Teolog	53.5164797	17.9826828
Tuchółka	53.5740137	17.7483577
Wery	53.5328600	18.3362200
Stary Wierzchucin	53.5570847	18.0922726
Wierzchucin	53.5448342	18.1150925
Zalesie Szlacheckie	53.5644400	18.2777800
Zalesie	53.6142724	18.0119780
Zamarte	53.5951700	17.9862900
Żur	53.5589900	18.3633500
Pawłówko	53.6908101	17.6143861
Otłowiec	53.6464500	18.9572100
Nieżychowice	53.6713095	17.5288946
Krzyżanki	53.6917032	17.4253591
Kopytkowo	53.7377797	18.6487860
Jeziorki	53.7222395	17.6936865
Doręgowice	53.6267978	17.4900075
Nowe Gronowo	53.5652100	17.3469400
Bonin	53.6010000	17.3705500
Kamionka	53.6057079	17.4865618
Płonica	53.6113500	17.3634200
Wierzchowo-Dworzec	53.6175254	17.4508837
Skarszewo	53.6332300	17.3920000
Jęczniki Małe	53.6354520	17.4238839
Silno	53.6470111	17.7076397
Lichnowy	53.6495767	17.6046553
Chojnaty	53.6769200	17.5872700
Nicponie	53.6861500	17.7446000
Mrowiniec	53.6866200	17.7664400
Piaskowo	53.6867500	17.3507600
Nowy Młyn	53.6928500	17.8563000
Lipienice	53.6978525	17.6181974
Brda	53.6984500	17.8283900
Zagórki	53.7058043	17.4519432
Jakubowo	53.7175700	17.7040800
Kiełpinek	53.7194516	17.3657747
Żukowo	53.7202800	17.8115400
Fojutowo	53.7255152	17.9018993
Bagna	53.7281600	18.0104500
Kruszka	53.7376000	17.6727500
Wolność	53.7381200	17.4807500
Sokole	53.7385500	17.3722600
Pomoc	53.7439600	17.4750400
Kłodawa	53.7460200	17.6366200
Dąbki	53.7501575	17.9914563
Stary Młyn	53.7570500	17.5151600
Kurkowo	53.7636600	17.8597400
Funka	53.7755111	17.5286556
Struga	53.7785900	18.0353500
Duża Klonia	53.7796108	17.7024644
Złotowo	53.7830449	17.9928782
Józefowo	53.7847300	17.5891500
Kopernica	53.7876900	17.4779600
Bachorze	53.7905200	17.5201500
Babilon	53.7918382	17.4323163
Nieżurawa	53.7929576	17.9336415
Turowiec	53.8027472	17.6640845
Szary Kierz	53.8103184	18.0962077
Bukowa Góra	53.8137000	18.0759400
Małe Swornegacie	53.8184306	17.5027169
Borne	53.8179186	17.4236613
Budziska	53.8209900	18.0136300
Koszary	53.8257255	17.9879425
Cegielnia	53.8263100	17.9357800
Łąg	53.8280458	18.0707595
Rówki	53.8366307	17.9745304
Szałamaje	53.8409105	18.0615178
Kokoszka	53.8407759	17.4905985
Szyszkowiec	53.8432631	18.0721845
Czernica	53.8422300	17.6428000
Żychce	53.8451500	17.3586600
Żychckie Osady	53.8496600	17.3826000
Garbek	53.8497000	17.3344100
Huta	53.8540300	17.8292700
Kocia Góra	53.8573902	18.0830382
Sepiot	53.8639900	17.4354800
Rowista	53.8652400	17.3432900
Kulki	53.8676400	17.4510500
Klonowice	53.8733480	18.0624536
Niepszczołąg	53.8740800	17.4355600
Brusy-Wybudowanie	53.8650516	17.7315895
Wieck	53.8762393	18.0651917
