name	@lat	@lon
Mirostowice Górne	51.5762600	15.0953000
Mirostowice Dolne	51.5697800	15.1428500
Mirocin Średni	51.7686571	15.5434325
Mirocin Górny	51.7523653	15.5144020
Mirocin Dolny	51.7815744	15.5457125
Mirkowice	51.7669700	15.0311800
Mirków	51.3171100	18.1491500
Minkowice Oławskie	51.0181880	17.4650930
Milsko	51.9448933	15.7704670
Miłowice	51.6096900	15.0613500
Miłowice	51.1882500	17.6458800
Miłoszyce	51.0522032	17.3115271
Mirków	51.1662782	17.1588597
Miłoradzice	51.3235666	16.2690909
Miłogostowice	51.2797964	16.2160406
Miłkowice	51.8338200	18.6648096
Miłkowice	51.2560695	16.0629104
Milików	51.1863828	15.4140378
Milejów	51.8820907	18.5510295
Milejów	51.3666362	18.5719626
Miłaków	51.6792266	15.7879626
Mikułowa	51.0807728	15.1087348
Mikulice	51.9343400	18.5909100
Mikowice	51.0275205	17.5523870
Mikołajowice	51.1285191	16.2836061
Mikołajewice	51.7349625	18.6300235
Miklesz	51.4077903	18.6457138
Mieszków	51.6440648	15.8672209
Mierzynów	51.3136929	18.9072519
Mierzyce	51.1556077	18.6927179
Mierzowice	51.3048065	16.3489672
Mierczyce	51.0927167	16.3114570
Mieleszynek	51.2652481	18.2009426
Mieleszyn	51.2429000	18.1961500
Mieleszówka	51.4331707	18.1817588
Mielcuchy	51.4598416	18.3240743
Miedzianów	51.7461051	17.9277591
Miedziana	51.0161027	15.1252261
Mieczków	51.0288250	16.5353563
Miechowa	51.1368120	18.1083888
Miechcin	51.7728048	16.7446978
Michalice	51.1049188	17.7612086
Mesze	51.9070406	15.9246330
Męcka Wola	51.6139833	18.8162505
Męcinka	51.0734952	16.0950013
Mechnice	51.3678470	18.0765817
Mazaniec	51.2160790	18.8666204
Matuszowice	51.6855600	14.9320900
Mątewki	51.2026448	18.4536388
Maszew	51.8030670	18.6315831
Masanów	51.6044900	18.0646300
Marydół	51.4836000	17.8920600
Marszów	51.6337200	15.2160200
Marianów	51.9012936	18.5565990
Marianka Siemieńska	51.1752487	18.1096498
Marianka Mroczeńska	51.2190512	17.9321204
Mariak	51.4907438	17.6352715
Marcjanów	51.8913500	18.4582700
Marcjanów	51.6886122	18.2935836
Jutrzenka	51.8539376	16.0917301
Marcinów	51.7524200	18.8551100
Marcinów	51.7360471	15.4229838
Marcinów	51.5608546	14.8660103
Marcinki	51.3486200	17.8457700
Marchwacz	51.7254071	18.2898520
Żuków	51.6661184	15.7496285
Małkowice	51.0765102	16.8227913
Małków	51.6846400	18.6369400
Małgów	51.8617073	18.4507546
Małgów	51.8031900	17.2856100
Malczyce	51.2203518	16.4937190
Malanów	51.9535764	18.3924380
Makowszczyzna	51.1999821	18.2443073
Mąkoszyce	51.3545496	17.7949882
Majaczewice	51.4333333	18.8166667
Magnuszewice	51.9234905	17.6055857
Magdalenki	51.7443756	17.1370634
Madalin	51.8827698	18.4026199
Maciejów	51.0324633	18.2853277
Machcin	51.9616847	16.4368279
Macew	51.8307600	17.9768900
Łyszkowice	51.8665041	18.7052852
Łyskornia	51.2616476	18.3938602
Łysiny	51.8151300	16.2175400
Łyczyn	51.9320215	18.1467372
Osiek Łużycki	51.0824061	14.9962741
Lutynia	51.1349960	16.7829732
Lutogniew	51.7174900	17.3764800
Łupice	51.9631000	16.1081900
Łuków	51.5764334	14.8812632
Łukomierz	51.2211800	18.9176600
Łukaszów	51.1881300	15.9288500
Łukaszewo	51.9582482	17.2742261
Ludwinowo	51.8023703	17.0938462
Ludwina	51.8485165	17.8020652
Ludwików	51.5097800	17.8150900
Ludgierzowice	51.3038400	17.2530100
Łuczyna	51.2986644	17.2826743
Lubonia	51.8167100	16.7961700
Lubomyśl	51.6776700	15.1697200
Lubola	51.7723628	18.7148826
Lubnów	51.2612726	16.8854892
Łubna-Jakusy	51.5902055	18.5005572
Lubków	51.2362748	15.7067711
Lubiszewice	51.8735886	18.7852210
Nowa Wieś Lubińska	51.4674887	15.9809646
Lubinia Mała	51.9945854	17.6597609
Lubieszów	51.7968125	15.6590690
Lubieszów	51.5375497	15.1556988
Lubiel	51.4941225	16.7514149
Lubięcin	51.8912854	15.8779897
Lubiechów	51.5266188	15.4672310
Lubiąż	51.2676561	16.4675290
Lubiatów	51.9377571	15.2045258
Lubiatów	51.9190500	15.9747000
Lubeszczyk	51.4608532	17.8155561
Lubanice	51.6979200	15.0992100
Łowkowice	51.0399900	18.2440610
Łowęcice	51.9390120	17.3060430
Łososiowice	51.2983517	16.6560680
Łosice	51.2165887	17.2048901
Łosieniec	51.6069446	18.6548960
Łoniewo	51.8843619	16.6944284
Łobzowiec	51.9560400	17.3434100
Lisowice	51.2877474	16.3538912
Lisowice	51.1073458	18.8320521
Budy Liskowskie	51.8307529	18.4358294
Lisków	51.8326460	18.3993040
Wygoda	51.8849597	17.2011313
Lipsk Żarski	51.6890915	15.0248123
Lipiny	51.7065116	18.8223943
Lipinki Łużyckie	51.6387408	15.0044436
Lipicze	51.8304600	18.5057500
Lipicze	51.4291700	18.4903900
Lipna	51.4349789	15.0102533
Ligota Rybińska	51.3751078	17.7093873
Ligota Polska	51.2417003	17.5427637
Ligota Mała	51.1360089	17.3638012
Ligota Książęca	51.0195092	17.5720496
Ligota	51.7868100	17.7006200
Ligota	51.7016834	16.6100026
Ligota	51.4869295	18.8441989
Ligota	51.3711300	17.8087500
Leziona	51.6599116	18.0556784
Lewkowiec	51.6872427	17.7965902
Lewków	51.6932700	17.8617400
Letnica	51.8980983	15.3329781
Leszno Górne	51.4769320	15.6150602
Leszno Dolne	51.5148100	15.6055600
Leszczyna	51.0838269	15.9889934
Leśniów Wielki	51.9871070	15.3105719
Leśnik	51.9062543	18.7582087
Lesiaki	51.4416274	18.4876462
Leonów	51.8950090	17.2806088
Leniszki	51.3068983	18.5491270
Lenartowice	51.9078300	17.8272900
Leliwa	51.4109000	18.3671600
Lelechów	51.8120201	15.6067063
Łęka Wielka	51.8282772	16.8808222
Łękanów	51.7128200	16.4204400
Łęka Mroczeńska	51.2251207	17.9632990
Łęka Mała	51.8232800	16.9050400
Legnickie Pole	51.1445731	16.2410821
Paulina	51.8939193	18.7776761
Łęg Baliński	51.9305110	18.7755184
Ledno	51.9893200	15.6998500
Kanada	51.7454455	15.2935956
Łazy Wielkie	51.4145819	17.2985622
Ławszowa	51.3927437	15.4195894
Ławiana	51.2000000	18.9833333
Latowice	51.6464800	17.9622300
Łaszew	51.1445176	18.6567446
Łaszków	51.8804393	17.9796809
Łaszczyn	51.6388900	16.8620600
Lasów	51.2283829	15.0294260
Lasocin	51.7303872	15.6889767
Lasocice	51.8241085	16.4841693
Laskowa	51.5588449	16.8315404
Lamki	51.6572433	17.7314010
Łąkta	51.5525300	16.9789400
Łąkociny	51.6619612	17.6624857
Łagowo	51.9756898	16.9752801
Łagoszów Wielki	51.5683193	15.9625957
Lachowskie	51.0828061	18.5677592
Kwietno	51.1721212	16.4713642
Kwielice	51.5956541	16.1233056
Kwiatkowice	51.2739710	16.4018630
Kwasków	51.6552960	18.4988029
Kuźnica Zagrzebska-Kolonia	51.4649032	18.3715655
Kuźniczka	51.4693007	18.3750201
Kuźnica Trzcińska	51.1679577	18.0437882
Kuźnica Strobińska	51.2930295	18.8361534
Stara Kuźnica	51.4365443	18.0873086
Kuźnica Słupska	51.2066895	18.0688572
Kuźnica Skakawska	51.2914500	18.1160100
Kuźnica Myślniewska	51.3986500	17.8093400
Kuźnica Ługowska	51.2790962	18.8476511
Kuźnica Kącka	51.4166667	17.7000000
Kuźnica Grabowska	51.5046490	18.2697700
Kuźnica Głogowska	51.8665318	16.0216025
Kuźnica Czeszycka	51.4865596	17.4915141
Kuźnica Bobrowska	51.4687400	18.1138600
Kuźnica Błońska	51.4651900	18.4108800
Kuźnia	51.9413400	17.9169600
Kużaj	51.3634800	18.2605000
Kuszyna	51.2762047	18.8885067
Kuszyn	51.8881602	18.2263076
Kuśnie	51.5333333	18.6833333
Kurówek Prądzewski	51.3558913	18.9141365
Kuroch	51.6322408	17.6262329
Kurek	51.5500000	18.4833333
Kurcew	51.9387463	17.7016290
Kuraszków	51.3147770	16.9412380
Kunów	51.1019808	15.0411255
Kunice Żarskie	51.6043517	15.1728223
Kumiałtowice	51.8218555	14.7446173
Kulin	51.1035338	16.6075109
Kukadło	51.9420279	15.1209126
Kuczyna	51.7475898	16.9575726
Kuczewola	51.6727345	18.2735337
Kucharki	51.8000000	17.9166667
Kubeczki	51.5779507	16.9952942
Księże Młyny	51.8833300	18.7426400
Księginki	51.9639351	17.0792823
Książ Śląski	51.8293781	15.5548311
Książenice	51.4927200	18.0888900
Ksawercin	51.9021321	18.8569108
Krzyżówki	51.8306593	18.2903804
Krzyżowa	51.3247941	15.6754421
Krzyżne	51.5064876	17.6910725
Krzyżanki	51.7529567	17.0592834
Krzywosądów	51.8107824	17.8536849
Krzyworzeka	51.1836723	18.5166847
Krzywizna	51.0278989	18.1915788
Krzywiczyny	51.0654803	18.0504717
Krzywczyce	51.5609800	15.6528100
Krzydłowice	51.5475900	16.2329000
Krzydlina Wielka	51.3077962	16.4968017
Krzydlina Mała	51.2995290	16.5415346
Krzycko Wielkie	51.9106204	16.4518467
Krzycko Małe	51.8922884	16.4517461
Krzewie Wielkie	51.0171524	15.4461870
Krzętle	51.3100086	18.8335907
Krzeczów	51.1842201	18.7642162
Krzaki	51.5193891	18.5946340
Kryniczno	51.1301509	16.6699045
Kruszowice	51.1170162	17.5089900
Krowica Pusta	51.7231976	18.3255534
Krotoszyce	51.1500000	16.0500000
Krośnice	51.4760675	17.3595057
Kromolin	51.6851975	15.8846999
Andrzejów	51.6146985	18.8772670
Królikowice	51.7136858	15.7575781
Wola Krokocka	51.7352312	18.9816214
Stara Krobia	51.8138229	17.0130956
Krępica	51.4939470	18.7918322
Krążkowy	51.3021193	18.0091152
Kraszewice	51.5172400	18.2221100
Krasowice	51.0729502	17.6063414
Krajewice	51.8370843	17.0309094
Krajanka	51.2515033	18.2774093
Koźminiec	51.8089203	17.6231196
Kozłów	51.4316388	15.5984641
Koźlice	51.6049918	15.8943196
Koźlątków	51.8337887	18.3295408
Koźla	51.8760860	15.3125025
Kozie Doły	51.7255605	16.0177646
Koza Wielka	51.2836827	17.7585444
Koza	51.2523001	18.3044951
Kowalówka	51.3359007	18.1869277
Kowalice	51.4848344	15.2303252
Kowalew	51.8890900	17.7334700
Kowale Pańskie	51.9353900	18.5540354
Kowale Księże	51.9726800	18.5051300
Kotwasice	51.9749300	18.3590500
Kotowskie	51.4773000	17.7512700
Kotowiecko	51.7694515	17.9451559
Kotowice	51.7962332	15.3622435
Kotowice	51.2240850	16.9194933
Kotowice	51.0239216	17.2298820
Kotłów	51.5492000	17.9722500
Kotliska	51.1570526	15.5170230
Kotlinki	51.6869100	18.9171600
Kotlin	51.9172458	17.6527480
Kotla	51.7437282	16.0409482
Koszkowo	51.9202511	17.1547083
Kostrzyna	51.0179448	14.9966473
Kostów	51.1659000	18.1478300
Kostomłoty	51.0455523	16.6127673
Kosmów	51.8870370	18.2642351
Koskowice	51.1838727	16.2494517
Kosiska	51.1208610	16.4151110
Kosierz	51.9519800	15.1719900
Kościuszków	51.7268040	17.9399095
Kościelniki Średnie	51.0651616	15.2869260
Kościelniki Górne	51.0505380	15.2811615
Kościelnik	51.0887255	15.2969572
Kościelna Wieś	51.7849367	18.0101485
Kościany	51.7144200	18.3963300
Korzeńsko	51.5443129	16.8707137
Korzeniew	51.9445723	18.2150316
Korzenica	51.7204765	18.4786502
Korzekwin	51.6703993	18.3233931
Korczew	51.6383900	18.9161600
Korab	51.9375053	17.9773449
Kopydłów	51.2475047	18.4908522
Kopna	51.4543073	18.2470048
Kopaniny	51.3039041	18.2889345
Kopalina	51.4333333	17.5666667
Kopalina	51.0288500	17.4145790
Kopacz	51.5612522	18.3963251
Konstantynówka	51.1976985	18.5049738
Konradówka	51.2632000	15.9139800
Konradów	51.4449500	17.5530500
Konopnica	51.9739100	18.9123000
Konopnica	51.3541405	18.8225146
Konin Żagański	51.5455387	15.2016814
Konarzew	51.6785421	17.3799267
Konary	51.6557862	17.0428659
Konary	51.4121726	16.5557802
Konary	51.0403277	16.3894137
Komorzno	51.1173725	18.0760747
Kolsko	51.9607173	15.9619760
Dąbrowica	51.9374542	18.6741234
Kolonia Wola Kleszczowa	51.4231811	18.9156873
Włocin-Kolonia	51.5824664	18.3903453
Kolonia Wieruszowska	51.2657957	18.3038598
Wacławów	51.7537703	18.5436140
Tokary Pierwsze	51.8733970	18.5316677
Strachocice-Kolonia	51.8524837	18.6534808
Stawki	51.9222018	18.7137722
Spędoszyn-Kolonia	51.9531357	18.9710998
Smółki	51.7651479	18.3253261
Rychnów-Kolonia	51.8692211	18.0694951
Przystajnia-Kolonia	51.5836196	18.2090378
Popów-Kolonia	51.8270659	18.7406763
Łęg Piekarski	51.8928878	18.7255082
Piegonisko-Kolonia	51.6164488	18.3606021
Piątek Mały-Kolonia	51.8769862	18.1009263
Kolonia Paździerowice	51.9756296	18.4431095
Zaspy	51.8229826	18.6315042
Osiek	51.6832528	18.1019709
Nowa Wieś	51.4588947	18.6337094
Niewiesz-Kolonia	51.9314899	18.8710147
Gozdów	51.8717563	18.5028377
Młyny Piekarskie	51.9273452	18.7282975
Młodzianów	51.9196802	18.4768082
Marianów-Kolonia	51.9516731	18.5266431
Kolonia Gozdów	51.8789864	18.4828369
Kolonia Lisowice	51.0918627	18.8305155
Kolonia Lipnik	51.2325616	18.8937377
Lipicze-Olendry	51.8338357	18.4707758
Kosmów-Kolonia	51.8805179	18.2748449
Kościelec-Kolonia	51.8984363	18.2091951
Kolonia Kokanin	51.8323431	18.0967996
Klonów	51.8197990	18.5800162
Kamienna-Kolonia	51.6653421	18.3679606
Kakawa-Kolonia	51.6096474	18.1766542
Jarantów-Kolonia	51.9722579	18.0596570
Górka Klonowska-Kolonia	51.4105804	18.3844029
Kolonia Franulew	51.9700025	18.3971335
Kolonia Dzietrzkowice	51.1862278	18.3324945
Kolonia Dobrosław	51.3396789	18.4715608
Dęby Wolskie-Kolonia	51.2979419	18.9353160
Dębe-Kolonia	51.7905844	18.2266242
Dąbrowica-Kolonia	51.9341609	18.6749594
Kolonia Dąbrowa Rusiecka	51.3432779	18.9464305
Czyste	51.9112952	18.6696387
Kolonia Czarnożyły	51.2833199	18.5327325
Kolonia Chorzew	51.2091420	18.9556782
Kolonia Chlewo	51.7592590	18.4666347
Chajew-Kolonia	51.5061425	18.5201495
Bronisławów	51.4986673	18.6126324
Branica-Kolonia	51.5224715	18.9332036
Kolonia Balin	51.9401147	18.8096935
Augustynów	51.7212187	18.5889193
Kolęda	51.5838185	17.5291198
Kołdów	51.6841954	18.4314107
Kołątajew	51.6861028	17.8536738
Kołaczkowice	51.7092176	17.0494985
Kokanin	51.8130855	18.0924974
Kociugi	51.8382200	16.7881000
Kocina	51.4388600	17.6324100
Kocina	51.4166667	18.8833333
Kocin	51.6500000	15.4333333
Kochłowy	51.3626700	17.9547900
Kochłowice	51.0780801	18.1772990
Kochlew	51.1966448	18.7698717
Kobylice	51.3388435	17.0893349
Kobyla Miejska	51.7333333	18.9500000
Kobyla Góra	51.3784042	17.8380295
Kobierzycko	51.6250066	18.5998376
Kobierno	51.7182557	17.4832511
Kniatowy	51.2551500	18.3462500
Kluski	51.3833333	18.5000000
Kluski	51.0714136	18.6605411
Klotyldów	51.9455908	18.2296549
Klonówiec	51.9062596	16.5835620
Kłoniczki	51.3369327	18.5032698
Kłocko	51.5666667	18.6833333
Kłobuczyn	51.6139112	15.9284179
Kliszkowice	51.4396623	16.8613349
Klików	51.4683470	15.2003615
Kliczków Wielki	51.5351500	18.5738500
Kliczków Mały	51.5370600	18.5260400
Kleśniska	51.0415746	18.7074168
Klępina	51.8025973	15.2840275
Klenica	51.9914751	15.7842831
Klementów	51.8961351	18.9378358
Kłębanowice	51.5458872	15.9394801
Klatka	51.2752774	18.1924650
Brzozówka	51.1979672	18.3505712
Klasak	51.1894369	18.1494664
Kik	51.1161369	18.4222543
Kierzno	51.3277258	18.0647587
Kierzenko	51.3333333	18.0666667
Kiełczygłówek	51.2786551	18.9082989
Kiełczygłów	51.2385304	18.9862863
Kiełczów	51.1398527	17.1790872
Kiełcz	51.7643234	15.7505094
Kawice	51.2313031	16.4252466
Kawęczynek	51.6663015	18.5473042
Kawęczyn	51.9102800	18.5343900
Kąty Śląskie	51.4082520	17.6898408
Katarzynopole	51.2465300	18.8109100
Kaszyce Wielkie	51.4131434	17.0214215
Kaszew	51.8155277	18.5344548
Kaszczor	51.9580839	16.1613411
Kaski	51.3404680	18.2985768
Karzec	51.7588200	16.8993300
Karsówka	51.5390151	14.8535696
Karski	51.6764072	17.8497846
Karpie	51.5354900	15.7366300
Karolinki	51.6398869	16.9401890
Karolina	51.8260772	18.4711823
Stary Karolew	51.7858958	18.4049431
Nowy Karolew	51.7643871	18.3853626
Karminiec	51.8275113	17.6401415
Karminek	51.8192480	17.6845302
Karczyce	51.1029810	16.7454070
Karczówka	51.6928531	15.3706474
Karczówek	51.6997932	18.9375760
Karchowo	51.8895000	16.8317400
Kąpie	51.6392670	18.1164869
Kaniew	51.7947800	17.4101600
Kamyk	51.3644964	18.8816780
Kamionaczyk	51.6625500	18.7266100
Kamionacz	51.6717900	18.7090200
Kamiona	51.6581115	16.0037530
Kamion	51.1533001	18.7447122
Kamilew	51.4387451	18.7149091
Kamieniki	51.5325884	18.3784425
Kamieniec Wrocławski	51.0752370	17.1735569
Nowe Kamienice	51.6327944	17.8825639
Kamasze	51.4202630	18.5401945
Kałużna	51.0286905	15.3685924
Kałuże	51.0862114	18.6370527
Kałkowskie	51.4675400	17.6886500
Kaliszkowice Ołobockie	51.5500000	18.0500000
Kaliszkowice Kaliskie	51.5333333	18.0500000
Kadłubia	51.6556100	15.1732800
Kadłub	51.1740582	18.5542395
Kaczki Średnie	51.9702995	18.5501365
Kaczki Plastowe	51.9722999	18.5701350
Kaczagórka	51.8344445	17.3203376
Kabały	51.0889910	18.8184300
Jutrków	51.3538400	18.1199400
Juszczyn	51.1545960	16.6789939
Jurkowo-Huby	51.9812427	16.7594649
Jurków	51.1942090	15.7441671
Julianpol	51.0075000	18.6591200
Julianów	51.0575900	18.8751100
Józefówka	50.5296992	23.5588560
Jodłowiec	51.2387012	18.7058774
Jodłowice	51.2812380	16.7931950
Joanka	51.6356578	18.3339113
Joanka	51.2298749	18.0103577
Jeziorsko	51.7944629	18.6482589
Jeziora	51.5843276	17.1898338
Jezierzyce Kościelne	51.8941100	16.4032500
Jesiona	51.9798800	15.9538500
Jesiona	51.4641776	17.7995040
Jerzmanki	51.1361534	15.0616740
Jerzmanice-Zdrój	51.1153524	15.8753451
Jenkowice	51.2316300	17.3229100
Jenków	51.0691284	16.3898565
Jemielno	51.5243026	16.5435477
Jelitów	51.6888937	17.7611875
Jelenin	51.6692213	15.4641552
Jędrzychowiczki	51.6179654	14.8689197
Jędrzychowice	51.7396000	16.2901500
Jędrzychówek	51.4919224	15.9106062
Jędrzychów	51.4500000	16.0500000
Jedlec	51.8494691	17.9639534
Jaworzno	51.0259200	18.6483900
Jaworek	51.0333333	18.6166667
Jastrzębnik	51.0888671	15.8404680
Jasne Pole	51.7116889	17.5340876
Jaśkowice Legnickie	51.2215187	16.3143427
Jasionów	51.6046738	14.8492882
Jasionna	51.7261507	14.9507269
Jasionna	51.5771500	18.4736200
Jaroszówka	51.3097600	15.9843300
Jarocice	51.4194200	18.7983700
Jarantów	51.9347245	18.0581061
Janków Zaleśny	51.6922000	17.6466400
Jankowy	51.2668853	18.0478116
Jankowa Żagańska	51.5726554	15.1757273
Jankowa	51.5852766	17.3883858
Janków	51.8692210	18.2236200
Janiszewice	51.6176115	18.9588532
Janisławice	51.4809600	17.5407600
Janinów	51.0667700	18.6007100
Janików	51.7643456	18.2971800
Janików	51.5727522	14.9786587
Jamnice	51.5838800	18.3049084
Jakubowo Lubińskie	51.4668285	15.8763177
Jakubowice	51.0825894	18.1060894
Jakubów	51.6075974	15.9991267
Jakubice	51.6564935	18.6282080
Jajczaki	51.1658142	18.6566942
Jajaki	51.4938812	18.2336034
Jagodziniec	51.6033053	18.2246043
Jagodzin	51.3609564	15.1603835
Jadwichna	51.7551400	18.7273200
Jaczów	51.6269166	16.0739394
Jabłonów	51.5043767	15.9176114
Jabłonów	51.6817519	15.4090811
Jabłoniec	51.7227249	15.0178843
Izydorów	51.4440727	18.8736145
Izbiczno	51.8411658	17.6158355
Izbice	51.6497800	16.8279200
Izabelów	51.6226900	18.8972154
Izabela	51.9065263	18.8040431
Iwonie	51.8004900	18.9236600
Iwiny	51.2179406	15.7183138
Iwiny	51.0423150	17.0752148
Iwanowice	51.6546044	18.3272055
Inczew	51.6439230	18.5659941
Ilno	51.8202417	18.1596868
Ignacówka Druga	51.1371990	18.0461968
Ignaców	51.3739400	17.8617100
Ignaców	51.1888884	18.8728956
Idzikowice	51.1488337	17.6929784
Szklana Huta	51.4210096	18.6495968
Hetmanów	51.4899300	17.7465100
Hersztupowo	51.8796700	16.8795900
Henryków Lubański	51.1675300	15.2531900
Gzików	51.6395036	18.4108026
Gwizdałki	51.3270900	18.5957478
Guzów	51.7691973	15.1023570
Guzice	51.5306018	16.1022454
Gutów	51.7604767	17.8708919
Gumnisko	51.2333333	18.9666668
Gumienice	51.7955574	17.2014633
Grzymaczew	51.5952276	18.4090869
Grzyb	51.4391635	18.3536699
Grzybów	51.7086700	18.9143800
Gryżyce	51.6740809	15.2874522
Gruszczyce	51.6088400	18.4668700
Grudzielec Nowy	51.7783689	17.7686787
Grudzielec	51.7836200	17.8008200
Gronówek	51.4205418	18.6688796
Gromadzice	51.2871918	18.6164595
Gromadka	51.3614380	15.7569399
Grodziec Mały	51.6878178	16.0759347
Grodzanów	51.2531850	16.5939840
Grodnica	51.9110163	17.1310215
Grodnica	51.0533735	15.3268923
Grochowice	51.7833333	16.0166667
Grocholice	51.9319380	18.8371225
Groble	51.2958100	15.8186000
Gręzawa	51.7088230	14.8608017
Grębów	51.8153700	17.5125700
Grębocice	51.5981550	16.1675783
Grębień	51.1369706	18.5917692
Grębanin	51.2443100	17.9728200
Laski	51.1943262	18.0263443
Grądy	51.1001600	18.9348100
Grabowno Wielkie	51.3492000	17.4168300
Grabowno Małe	51.3706400	17.3940900
Grabownica	51.4654026	17.4644652
Grabówie	51.3733619	18.9300846
Grabonóg	51.8715494	17.0493802
Grąbków	51.9608800	18.4091000
Grabik	51.6553900	15.1029400
Grabik	51.6350356	15.9187625
Grabia	51.5243300	18.9868400
Grabek	51.9558171	18.2587837
Grabarze	51.0649200	18.7776100
Gozdy	51.4631264	18.6005851
Gozdanin	51.1326353	15.1186886
Goszczanów	51.7891690	18.5054820
Goszcz	51.3961703	17.4804228
Gostynie	51.9036809	18.2698543
Gostyczyna	51.6749046	18.0779050
Gościeszowice	51.6108005	15.6728960
Sokołów	51.7457987	15.6551217
Gościszów	51.1617908	15.4517526
Gościejewice	51.7324735	16.7980805
Gościejew	51.7864500	17.3614800
Górzyn	51.8291075	14.9780631
Górzyn	51.5020999	16.3958535
Gorzyce Wielkie	51.6374088	17.7294912
Gorzyce Małe	51.6068368	17.7093077
Gorzupia Dolna	51.7300791	15.2746053
Gorzupia	51.6928700	17.5162400
Gorzuchy	51.7245825	18.3675307
Górzenko	51.7537717	17.7887231
Gorzałów	51.7049251	18.4995270
Góry Świątkowskie	51.3012214	18.4697604
Górki Zadzimskie	51.7863916	18.8912059
Górki Grabińskie	51.4685298	18.9538218
Górka Wieruszowska	51.3000000	18.2000000
Górka Duchowna	51.9529636	16.5913568
Góreczki Wielkie	51.6366682	17.0847817
Goniembice	51.9146645	16.6166883
Gołuchy	51.6682611	18.5957005
Gołuchów	51.8494576	17.9307954
Goliszów	51.2809523	15.9838214
Goliszew	51.8722570	18.1786333
Golinka	51.6954452	16.8087347
Golina Wielka	51.7004625	16.7833524
Golejów	51.0235258	15.5897342
Golejewko	51.6189588	17.0297223
Golędzinów	51.2687762	16.9237485
Gołębice	51.1811037	17.6832515
Gola Wielka	51.3558262	17.5437827
Gołaszyn	51.7145359	16.7455475
Golanka Dolna	51.2549674	16.3203094
Gogołowice	51.5669337	17.2458513
Godziszowa	51.0948545	16.2123997
Godziętowy	51.4235800	18.0289400
Godzieszów	51.2101500	15.2488900
Godzieszki	51.6423247	18.2126606
Godziesze Wielkie	51.6455637	18.1790069
Godziesze Małe	51.6471780	18.1599931
Godzięcin	51.3330040	16.7727730
Godziątków	51.9167541	18.0497487
Gniewoszyce	51.5943148	14.8182295
Gniazdów	51.7215002	17.9782961
Głuchów Górny	51.2705284	17.1315215
Głuchówek	51.8044646	17.2603460
Brzeg Głogowski	51.6968711	15.9154406
Głoginin	51.8711825	17.3054262
Gligi	51.0902556	18.7646755
Głębowice	51.4465700	16.7356500
Głaniszew	51.7045407	18.5609244
Giżyce	51.5218202	18.1568640
Giętkowizna	51.0633600	18.7350400
Gierłachowo	51.6862100	16.8223900
Gierałtów	51.2061100	15.3176400
Dzierzązna	51.8911128	18.8011114
Gęstwa	51.4166667	17.8666667
Gęsówka	51.5518374	18.6066480
Gęsina	51.5174300	18.5456100
Gęsia Górka	51.2805115	17.7716313
Gębice	51.7542890	17.0914337
Gaworzyce	51.6281886	15.8825348
Gawłowice	51.7680804	18.5489983
Gaszyn	51.1979323	18.5579550
Gąszcze	51.3873692	18.2941661
Gąsin	51.9564621	18.5762363
Garzyn	51.8667050	16.7875708
Garzew	51.8699839	18.1477426
Garwół	51.3507220	16.7021254
Garki	51.5394700	17.6429000
Garbce	51.5140811	16.8842895
Gana	51.0698532	18.5309991
Gałów	51.1111189	16.8145917
Gałki	51.5266882	18.4413992
Galewice	51.3418193	18.2531911
Gałązki Wielkie	51.7642425	17.9134118
Gałązki Małe	51.7552479	17.9036191
Gałązki	51.8394200	17.3908000
Gajków	51.0581885	17.1865315
Gądkowice	51.5692363	17.4636153
Gać Warcka	51.6710291	18.5318770
Gabrielów	51.2608739	18.8117787
Franklinów	51.6919485	17.8110112
Foluszczyki	51.4141017	18.2690436
Fijałów	51.7380891	17.2606070
Felinów	51.2712494	18.7884379
Feliksów	51.9459800	18.3585700
Fajum	51.5439448	18.3506383
Fabianów	51.8749000	17.6658600
Fabianów	51.6983500	17.9130793
Ewinów	51.9786260	18.7061637
Emilianów	51.5913015	18.4688187
Emilianów	51.3941734	18.5666205
Emanuelina	51.2979830	18.5638898
Elżbietów	51.9240757	18.2133579
Elżbietków	51.8312605	17.2199006
Dzwonów	51.2204542	15.9531000
Drożów	51.6088589	15.9681718
Marysin	51.6356612	15.3459207
Dziwińskie	51.4458784	18.2636154
Dziuplina	51.0676040	17.3361140
Dzikowice	51.5983139	15.6003326
Dzików	51.6174149	15.8552479
Dzigorzew	51.6151800	18.7165000
Dziewiątka	51.9300788	18.5095750
Dzietrzychowice	51.6639412	15.3526694
Dzietrzkowice	51.1568500	18.3261000
Dzierzbotki	51.9166667	18.5166667
Dzierzązna Szlachecka	51.8000000	18.9833333
Dzierżanów	51.7109900	17.3448200
Dzielice	51.7607198	17.4593252
Dziećmiarowice	51.5445219	15.5824726
Dzięcioły	51.5606378	18.3208986
Dziebędów	51.6367100	18.5227600
Działosze	51.2600751	17.9292597
Dziadowice	51.9917278	18.3597034
Dziadowa Kłoda	51.2332800	17.7076000
Dziadkowo	51.5883466	17.2941244
Góry	51.3681753	18.4964279
Dymki	51.3729261	18.4896662
Dylów Szlachecki	51.1551996	18.9634034
Dylów A	51.1652515	18.9826507
Dychów	51.9852755	15.0610506
Dybów	51.8279777	18.7741446
Duszna Górka	51.7115021	17.5805186
Dusina	51.9095807	16.9973614
Durzyn	51.7094500	17.4785200
